0.023506,-0.000561,0.785829,0.028412,-0.000112,0.999497,0.014057,0.072625,0.055359,0.048939,0.159721,-0.177025,-0.077370,0.080914,-0.075734,-0.139010,0.158495,-0.187755,0.071972,-0.069138,0.014520,0.158896,-0.074690,0.169341,-0.787394,1.050268,-0.053024,0.070423,-0.086622,-0.078648,-0.140643,0.638109,1.022954,-0.150429,0.136898,0.033202
0.023269,-0.000659,0.785822,0.028213,-0.000109,0.999502,0.014122,0.072559,0.055213,0.048921,0.159719,-0.177298,-0.077098,0.080818,-0.075857,-0.139094,0.158404,-0.187917,0.072007,-0.068995,0.015007,0.158677,-0.075360,0.169090,-0.787983,1.051232,-0.053428,0.070568,-0.086242,-0.079442,-0.140352,0.638544,1.022930,-0.152907,0.140856,0.033149
0.022945,-0.000831,0.785809,0.028161,0.000010,0.999507,0.013855,0.072891,0.054569,0.048633,0.159587,-0.177712,-0.076629,0.081245,-0.076500,-0.139214,0.158480,-0.188551,0.072334,-0.069137,0.015339,0.158653,-0.075986,0.168819,-0.787845,1.052476,-0.052866,0.070463,-0.085937,-0.080332,-0.140068,0.638615,1.024068,-0.151492,0.136347,0.034153
0.022617,-0.000998,0.785809,0.027914,0.000030,0.999516,0.013747,0.072914,0.054216,0.048392,0.159233,-0.177705,-0.076674,0.081379,-0.076891,-0.139613,0.158280,-0.188636,0.072678,-0.069155,0.016009,0.158505,-0.076873,0.168729,-0.788083,1.053190,-0.050948,0.071024,-0.086733,-0.081409,-0.139990,0.639198,1.024987,-0.152591,0.136678,0.033647
0.022301,-0.001094,0.785805,0.027349,0.000166,0.999534,0.013548,0.072135,0.053604,0.048161,0.158940,-0.177608,-0.076192,0.080866,-0.077478,-0.140226,0.157900,-0.188750,0.073169,-0.069680,0.016192,0.157843,-0.078002,0.168713,-0.788457,1.054044,-0.053564,0.071045,-0.085886,-0.082614,-0.139927,0.639747,1.025143,-0.153417,0.137587,0.034589
0.021950,-0.001195,0.785799,0.027455,0.000166,0.999537,0.013140,0.072680,0.053368,0.047613,0.159054,-0.178143,-0.076037,0.081741,-0.077717,-0.140815,0.158057,-0.189333,0.073049,-0.070083,0.016374,0.158233,-0.078945,0.168776,-0.788963,1.054894,-0.052944,0.071034,-0.087004,-0.083001,-0.139907,0.639908,1.024736,-0.153079,0.136755,0.034545
0.021582,-0.001300,0.785776,0.027147,0.000100,0.999543,0.013265,0.072730,0.053390,0.047751,0.158844,-0.178586,-0.075950,0.081621,-0.077673,-0.140513,0.157829,-0.189431,0.073195,-0.069232,0.016699,0.157939,-0.079521,0.168900,-0.788689,1.055131,-0.052657,0.070946,-0.087154,-0.083438,-0.139923,0.640277,1.025072,-0.154652,0.137295,0.034041
0.021211,-0.001357,0.785755,0.026728,0.000118,0.999552,0.013498,0.072549,0.053271,0.048295,0.158591,-0.178847,-0.075686,0.081305,-0.077780,-0.140332,0.157506,-0.189648,0.073447,-0.068747,0.016887,0.157521,-0.079913,0.168992,-0.788054,1.054845,-0.052871,0.071136,-0.087808,-0.084204,-0.139973,0.640718,1.025860,-0.151945,0.137618,0.034014
0.020835,-0.001371,0.785761,0.026605,0.000142,0.999555,0.013490,0.072815,0.053181,0.048210,0.158595,-0.179160,-0.075601,0.081580,-0.077830,-0.140236,0.157548,-0.190169,0.073356,-0.068797,0.016538,0.157755,-0.080514,0.169164,-0.788616,1.054967,-0.054731,0.070402,-0.086040,-0.084561,-0.139972,0.641734,1.026404,-0.151513,0.137169,0.033461
0.020465,-0.001408,0.785755,0.026257,0.000197,0.999562,0.013662,0.072750,0.053059,0.048651,0.158418,-0.179429,-0.075300,0.081398,-0.077962,-0.139880,0.157211,-0.190246,0.073817,-0.068212,0.016036,0.157456,-0.080981,0.169373,-0.789488,1.054786,-0.056529,0.070346,-0.085712,-0.084427,-0.139880,0.641987,1.026349,-0.153843,0.137861,0.033616
