0.000956,0.022269,0.778381,-0.017854,-0.008498,-0.711792,0.702112,0.160927,0.104046,0.401525,0.120539,-0.204888,-0.115589,0.133962,-0.054873,-0.249765,0.126570,-0.267781,0.027297,0.000965,0.009952,0.149540,0.047208,0.119596,0.011684,1.165032,0.120708,-0.012877,0.231954,0.009603,-0.151662,0.339670,1.120744,-0.065654,0.046403,-0.360725
0.000982,0.022237,0.778392,-0.018015,-0.008771,-0.711600,0.702299,0.161647,0.103688,0.400843,0.120568,-0.204243,-0.114956,0.134835,-0.055231,-0.250708,0.126793,-0.267777,0.027627,-0.000149,0.009762,0.149789,0.047538,0.119220,0.011328,1.165623,0.119772,-0.012921,0.232154,0.009350,-0.151887,0.340009,1.121311,-0.062973,0.046026,-0.361569
0.001023,0.022117,0.778369,-0.017834,-0.008693,-0.711732,0.702171,0.161347,0.103580,0.401357,0.120523,-0.205003,-0.115501,0.134563,-0.055362,-0.250126,0.126505,-0.267980,0.027907,0.001023,0.009858,0.148760,0.047530,0.118925,0.010612,1.166005,0.121513,-0.011676,0.232042,0.010306,-0.152162,0.339224,1.121615,-0.061946,0.045275,-0.361540
0.001007,0.022140,0.778362,-0.018127,-0.008909,-0.711365,0.702533,0.162005,0.103588,0.400270,0.120598,-0.204691,-0.114732,0.135552,-0.055352,-0.251320,0.126698,-0.268171,0.027779,0.000657,0.009994,0.150296,0.047917,0.118639,0.011720,1.164244,0.121233,-0.011382,0.229836,0.011280,-0.152668,0.337851,1.120314,-0.061702,0.045270,-0.359841
0.001121,0.022052,0.778372,-0.017951,-0.008726,-0.711557,0.702345,0.161620,0.103444,0.400560,0.120599,-0.204819,-0.114455,0.134788,-0.055456,-0.250578,0.126966,-0.268218,0.027540,0.001135,0.010804,0.148810,0.047440,0.118869,0.009268,1.166832,0.118557,-0.011275,0.228666,0.011570,-0.153066,0.339415,1.122001,-0.061351,0.046026,-0.360443
0.001250,0.021783,0.778310,-0.018031,-0.008724,-0.710891,0.703017,0.161602,0.103294,0.399019,0.120643,-0.205530,-0.114342,0.136109,-0.055694,-0.252966,0.126370,-0.268333,0.028617,-0.000321,0.011116,0.148545,0.048705,0.119274,0.009291,1.166304,0.119972,-0.011290,0.229334,0.013124,-0.153398,0.339517,1.121916,-0.061649,0.045696,-0.361148
0.001286,0.021817,0.778321,-0.018113,-0.008859,-0.710833,0.703071,0.161980,0.103071,0.398795,0.120611,-0.205012,-0.114427,0.136453,-0.055875,-0.252696,0.126372,-0.268428,0.028439,-0.000248,0.011323,0.148815,0.049443,0.119969,0.009053,1.166193,0.120000,-0.013523,0.229857,0.014039,-0.153657,0.339483,1.122087,-0.060384,0.045756,-0.360255
0.001404,0.021781,0.778318,-0.018089,-0.008668,-0.711205,0.702699,0.161847,0.103241,0.399607,0.120654,-0.205666,-0.113945,0.135759,-0.055676,-0.251674,0.126648,-0.268471,0.028011,-0.000066,0.011813,0.148632,0.050898,0.121220,0.010111,1.163868,0.120391,-0.011195,0.227967,0.014257,-0.153722,0.340084,1.122095,-0.060404,0.045716,-0.359858
0.001454,0.021814,0.778301,-0.018421,-0.008874,-0.711145,0.702748,0.162721,0.103415,0.399957,0.120621,-0.205895,-0.115030,0.136742,-0.055507,-0.252013,0.126372,-0.268395,0.028383,-0.000307,0.011657,0.149748,0.051795,0.122538,0.014695,1.161664,0.124008,-0.008639,0.224706,0.014640,-0.153384,0.340160,1.121595,-0.061257,0.045249,-0.360515
0.001315,0.021580,0.778361,-0.017869,-0.008442,-0.712087,0.701813,0.162192,0.103593,0.402317,0.120568,-0.205394,-0.114894,0.134412,-0.055189,-0.248745,0.127270,-0.268996,0.026808,0.001980,0.011114,0.147596,0.053508,0.124558,0.013803,1.162060,0.122765,-0.010028,0.224016,0.015626,-0.153034,0.338725,1.121122,-0.060364,0.045607,-0.356854
0.001405,0.021757,0.778339,-0.017776,-0.008376,-0.712372,0.701527,0.161907,0.103385,0.402729,0.120535,-0.205467,-0.114845,0.133942,-0.055386,-0.248238,0.126797,-0.268345,0.027784,0.002314,0.010880,0.147923,0.053667,0.126025,0.014211,1.161894,0.121683,-0.009867,0.222304,0.015517,-0.152543,0.336658,1.120543,-0.063848,0.046293,-0.358309
0.001422,0.022076,0.778308,-0.018002,-0.008563,-0.713127,0.700751,0.162672,0.103681,0.405315,0.120457,-0.205743,-0.115639,0.133765,-0.055184,-0.246547,0.126496,-0.267422,0.028508,0.004247,0.010381,0.149491,0.052842,0.127426,0.013424,1.162560,0.121902,-0.009948,0.220877,0.014031,-0.152334,0.336466,1.121018,-0.064893,0.046628,-0.360402
0.001750,0.021855,0.778368,-0.017655,-0.008289,-0.712670,0.701229,0.161639,0.102841,0.403800,0.120522,-0.205534,-0.114199,0.133137,-0.055994,-0.247674,0.127013,-0.267823,0.028387,0.002631,0.010948,0.146719,0.053465,0.128047,0.010668,1.164240,0.121800,-0.010218,0.219495,0.014736,-0.152670,0.335404,1.121764,-0.065186,0.047836,-0.362518
0.001769,0.022057,0.778343,-0.017998,-0.008570,-0.712891,0.700992,0.162508,0.102953,0.404121,0.120549,-0.205858,-0.113893,0.133291,-0.055834,-0.246491,0.127795,-0.268369,0.027677,0.003321,0.010825,0.148068,0.053388,0.128263,0.009583,1.163268,0.121504,-0.011046,0.217036,0.015178,-0.153014,0.334082,1.120453,-0.065105,0.046446,-0.367744
0.001892,0.022123,0.778342,-0.018006,-0.008543,-0.712861,0.701022,0.162397,0.102823,0.404362,0.120507,-0.205761,-0.114071,0.133397,-0.056087,-0.247234,0.127402,-0.267605,0.028552,0.003770,0.010345,0.147898,0.053054,0.127988,0.009844,1.162798,0.132611,-0.008384,0.217258,0.015786,-0.153489,0.333947,1.119667,-0.066291,0.046355,-0.372251
