0.020577,0.001171,0.769264,-0.009434,0.002665,-0.999884,0.011677,0.116491,0.086105,0.186077,0.134299,-0.280566,-0.048827,0.107597,-0.061844,-0.236375,0.121096,-0.178930,0.096174,-0.046447,0.001300,0.129707,0.043990,0.187985,-0.531165,1.102329,0.087733,0.089082,0.268699,-0.035987,-0.115204,0.308224,1.195380,-0.222644,0.036830,-0.096193
0.020931,0.001751,0.769238,-0.007124,0.003357,-0.999915,0.010418,0.112716,0.089252,0.189856,0.131721,-0.281640,-0.051916,0.101492,-0.058592,-0.233580,0.121125,-0.180126,0.092908,-0.045922,0.001589,0.128136,0.044561,0.189223,-0.528300,1.101547,0.086947,0.087377,0.269136,-0.039120,-0.113891,0.307497,1.195107,-0.221653,0.037296,-0.097002
0.021269,0.003082,0.769269,-0.003699,0.004238,-0.999954,0.007718,0.106994,0.094236,0.196109,0.129065,-0.279320,-0.057150,0.091903,-0.053524,-0.227402,0.121212,-0.180737,0.087010,-0.043710,0.001278,0.125758,0.044797,0.191141,-0.524322,1.099837,0.091015,0.091148,0.268259,-0.042950,-0.111731,0.307243,1.194239,-0.221725,0.036186,-0.097822
0.021521,0.005079,0.769405,0.001417,0.004188,-0.999981,0.004301,0.097861,0.098403,0.204311,0.126603,-0.277730,-0.064959,0.078036,-0.049058,-0.218417,0.122346,-0.183539,0.084464,-0.042938,-0.002804,0.121099,0.048215,0.194702,-0.514986,1.096196,0.088434,0.088932,0.269017,-0.047601,-0.106598,0.307585,1.192770,-0.224574,0.037265,-0.099224
0.021604,0.007216,0.768699,0.006495,0.004947,-0.999960,0.003638,0.068690,0.108088,0.203915,0.165265,-0.294520,-0.070337,0.066348,-0.044002,-0.215843,0.123263,-0.190285,0.088077,-0.047264,-0.005925,0.117353,0.054080,0.197682,-0.490351,1.090836,0.080317,0.087517,0.266379,-0.050484,-0.100380,0.303749,1.189545,-0.227024,0.035660,-0.097474
0.021685,0.009516,0.767507,0.012141,0.008779,-0.999875,0.005041,0.003805,0.130409,0.192886,0.274195,-0.338902,-0.070585,0.054461,-0.032108,-0.216096,0.123033,-0.195216,0.091328,-0.053843,-0.001396,0.113929,0.056717,0.199068,-0.462915,1.089951,0.074384,0.085680,0.265256,-0.051151,-0.095514,0.294678,1.183270,-0.233312,0.035252,-0.094454
0.022009,0.011617,0.765648,0.013134,0.016445,-0.999750,0.007574,-0.075618,0.166053,0.176858,0.431723,-0.382318,-0.075461,0.053125,-0.011061,-0.221413,0.122797,-0.198606,0.087961,-0.058296,0.011543,0.122633,0.056903,0.199088,-0.433767,1.085673,0.066961,0.083762,0.267648,-0.050828,-0.094623,0.287699,1.175726,-0.232414,0.034239,-0.092638
0.021473,0.013592,0.763700,0.007224,0.022882,-0.999673,0.008810,-0.149985,0.201952,0.159773,0.608437,-0.385852,-0.098578,0.067878,0.007071,-0.224008,0.122859,-0.201551,0.079058,-0.056565,0.021910,0.142774,0.055710,0.200212,-0.413670,1.080535,0.064697,0.083847,0.265064,-0.050763,-0.098874,0.295548,1.177123,-0.224854,0.031304,-0.095667
0.019928,0.015075,0.762807,0.000218,0.025459,-0.999648,0.007411,-0.219178,0.225900,0.134646,0.771887,-0.340178,-0.135457,0.085748,0.016033,-0.221910,0.122930,-0.204407,0.075907,-0.048095,0.024472,0.161989,0.054392,0.203374,-0.407628,1.075972,0.063099,0.080111,0.264609,-0.051800,-0.104365,0.308790,1.191201,-0.224606,0.033314,-0.100562
0.017068,0.015888,0.762445,-0.004352,0.025669,-0.999656,0.003072,-0.287141,0.233653,0.093670,0.909296,-0.268903,-0.178972,0.098908,0.018738,-0.214544,0.122912,-0.206043,0.072112,-0.038397,0.021235,0.174654,0.061219,0.208393,-0.400715,1.063473,0.073745,0.081406,0.269191,-0.053277,-0.108545,0.320491,1.210711,-0.224295,0.034556,-0.101618
